gender,race,first_gen,income_quintile,in_state,legacy,gpa,sat_total,ap_courses,rec_score,interview_score,ecs_hours_per_week,intended_major,admit
M,White,0,3,1,0,3.83,1182,7,3.42,3.09,5.0,Biology,0
F,White,0,2,1,0,3.38,1027,6,3.97,2.63,4.4,Engineering,0
M,Black,0,2,0,0,3.01,1000,1,3.61,2.76,7.0,Undeclared,0
M,Black,1,4,1,0,3.49,1424,3,4.02,3.33,4.3,Humanities,0
M,Black,0,2,1,0,3.39,1254,2,2.74,4.36,3.2,Engineering,0
M,White,1,4,1,0,4.0,1106,8,2.9,3.42,5.6,Engineering,1
F,White,1,3,1,0,3.46,931,2,3.34,4.09,7.1,Economics,0
M,Hispanic,0,5,0,1,3.24,1002,4,4.1,4.32,9.4,Biology,1
F,AAPI,1,2,0,1,2.85,981,2,3.67,3.52,5.6,Humanities,0
M,AAPI,0,5,1,0,3.54,1280,3,3.05,1.72,9.4,Engineering,1
F,White,0,3,1,0,2.93,1192,5,3.77,2.81,8.9,Engineering,0
F,White,0,1,1,0,2.99,1106,3,2.72,1.93,4.8,Engineering,0
M,Hispanic,0,4,0,0,3.34,1242,0,3.8,5.0,4.8,Art,1
M,Black,0,2,0,0,3.12,960,1,3.37,2.1,5.0,CS,0
F,White,0,1,0,1,3.44,1271,3,3.11,1.6,1.0,Economics,0
M,Hispanic,1,3,0,1,3.02,1087,4,3.13,1.0,6.7,Art,0
F,AAPI,0,4,1,0,2.62,1261,4,3.48,2.27,5.6,CS,0
M,White,1,2,1,1,2.66,1003,5,3.4,3.0,5.2,Undeclared,0
F,White,0,4,1,0,3.47,1264,2,2.77,3.97,6.6,Humanities,1
F,Black,0,1,1,0,3.03,1376,2,3.46,1.94,3.4,Engineering,0
F,White,0,1,0,0,2.76,921,4,3.79,3.74,5.0,Undeclared,0
F,AAPI,0,4,1,0,4.0,1064,4,3.92,3.05,6.5,Art,1
F,Black,0,1,1,0,3.53,964,4,3.29,2.41,2.8,CS,0
F,White,1,2,1,0,3.23,1048,1,2.93,3.04,2.2,Humanities,0
F,Hispanic,1,3,1,0,3.41,1067,3,3.38,4.13,6.6,Economics,0
F,White,0,1,0,0,3.1,914,0,3.02,2.84,1.4,Art,1
M,White,0,5,0,0,3.07,1233,1,3.57,2.31,12.1,Economics,0
F,Black,0,3,1,0,3.76,1394,3,3.86,3.34,9.2,Humanities,1
M,AAPI,0,2,1,0,3.62,1109,5,3.14,3.23,1.2,Art,1
M,White,0,5,1,0,2.87,1251,5,2.4,3.05,9.2,Humanities,1
F,AAPI,1,3,0,0,3.36,1163,6,3.78,3.82,8.5,CS,1
M,Hispanic,1,4,1,0,3.53,1276,4,3.64,1.27,5.0,Humanities,0
F,Black,0,1,0,0,3.08,1252,0,3.19,3.09,5.3,Art,1
F,Hispanic,0,1,1,0,3.97,1119,4,2.4,3.43,4.1,Undeclared,0
M,White,0,1,0,0,3.89,1060,1,2.6,1.64,6.1,Humanities,0
M,White,1,3,1,0,3.2,1001,5,2.87,1.81,4.6,Engineering,1
M,AAPI,0,5,0,0,3.43,1344,1,3.15,4.0,10.1,Art,1
F,White,0,5,0,0,3.39,1122,5,3.21,4.14,7.2,CS,0
M,Black,0,3,0,0,3.14,1027,5,2.59,4.09,5.2,Humanities,0
F,White,1,1,1,0,2.85,1077,4,4.39,2.25,5.7,Biology,0
F,White,1,4,1,0,3.59,1401,4,4.3,3.26,8.8,Art,1
F,White,0,4,1,0,4.0,1322,5,3.57,3.37,1.0,Biology,1
M,White,0,3,1,0,3.94,1170,3,3.28,1.63,0.0,Biology,0
F,White,1,4,1,0,3.69,1048,4,4.5,3.23,7.4,Art,0
M,AAPI,0,3,1,0,2.56,1388,6,4.27,3.11,4.3,Engineering,0
M,AAPI,0,4,0,0,2.78,1187,3,2.96,3.7,3.5,Biology,0
M,White,1,3,1,0,3.7,1099,3,3.45,2.54,4.8,Art,0
M,White,0,1,1,0,3.81,1163,0,2.99,3.8,11.7,CS,1
M,Hispanic,0,1,1,0,3.43,1022,4,2.94,2.86,1.1,Engineering,1
F,White,0,5,0,0,3.4,1135,5,3.4,4.57,9.8,Art,1
F,White,1,3,0,0,3.75,1023,1,3.25,3.6,3.8,Art,1
M,White,1,2,1,0,3.51,1003,5,3.33,3.12,1.3,CS,1
F,AAPI,0,2,1,0,3.72,972,3,3.33,1.95,3.7,Biology,1
F,Hispanic,1,1,1,0,2.52,877,2,3.96,1.74,0.5,Engineering,0
F,AAPI,1,5,1,0,3.61,1366,7,3.02,4.48,3.4,Undeclared,1
F,Other,1,1,1,0,3.79,1144,2,3.68,3.5,2.3,Economics,1
F,Hispanic,0,2,1,0,3.5,1015,0,2.55,2.67,2.5,Biology,0
F,White,0,3,0,0,3.68,1274,6,3.44,2.67,5.6,Art,1
M,White,1,2,0,0,3.21,1113,2,3.83,3.08,5.3,Humanities,0
F,White,0,1,1,0,3.28,1040,9,3.44,1.72,2.4,Humanities,0
M,White,0,2,0,0,3.76,933,2,3.01,2.53,6.8,Economics,0
M,AAPI,0,4,0,0,3.2,1243,0,3.57,3.59,5.1,Biology,1
F,White,1,2,1,0,2.98,1356,7,4.19,3.5,4.5,CS,0
M,White,0,5,0,0,3.34,1242,5,3.14,2.91,2.2,Economics,1
M,White,0,2,1,1,3.33,1270,4,3.69,4.18,5.4,Biology,1
M,Black,0,1,1,0,2.68,1055,4,3.68,3.64,10.0,Biology,0
F,Black,0,1,1,0,3.5,1214,0,2.87,2.18,6.4,Undeclared,1
F,Other,0,5,1,0,3.5,1244,1,4.54,2.18,7.2,Humanities,1
F,White,0,3,0,0,3.65,813,8,4.54,3.48,3.1,Humanities,1
M,White,0,5,1,0,2.82,1164,2,4.16,2.84,11.7,Humanities,0
M,Other,1,4,1,0,3.71,1204,8,4.06,2.59,6.1,Biology,1
M,Black,0,1,0,1,3.66,1212,4,2.21,2.98,2.7,Economics,0
M,AAPI,1,2,1,0,3.4,1074,4,2.41,3.48,3.3,Economics,0
M,White,0,4,0,1,3.44,1199,4,3.5,3.73,12.0,Engineering,0
M,White,0,1,1,0,3.54,1003,8,2.71,2.84,4.1,Economics,0
F,Hispanic,0,5,1,0,4.0,1484,4,3.88,1.36,8.7,Biology,1
M,AAPI,0,1,1,1,3.42,1295,2,1.54,3.56,3.9,CS,0
F,AAPI,0,4,1,0,3.69,1125,6,3.77,2.46,6.6,Undeclared,0
F,White,0,5,1,0,4.0,1053,4,3.39,3.45,6.5,Biology,0
F,White,1,3,0,0,3.55,862,2,2.97,2.9,9.3,Engineering,0
M,White,0,5,1,0,3.28,1349,5,4.64,5.0,7.7,Economics,0
F,Black,1,5,1,0,3.93,1249,7,3.32,4.85,3.8,Biology,1
F,White,0,4,1,0,3.44,1111,9,2.43,2.73,7.8,Undeclared,0
F,White,0,4,1,0,3.49,1258,9,3.67,2.02,6.5,CS,1
F,White,0,2,0,0,3.31,933,0,3.43,1.89,6.2,Humanities,0
F,Hispanic,0,2,0,0,3.61,1216,5,3.1,3.12,4.4,CS,0
M,White,0,5,1,1,4.0,1211,3,5.0,2.77,6.2,Engineering,1
M,White,0,2,0,0,3.28,954,1,3.33,2.01,7.4,CS,0
F,AAPI,0,3,1,0,4.0,1124,3,3.91,2.58,10.6,Engineering,0
F,Black,1,3,1,1,3.39,1084,3,3.64,3.36,1.1,Art,1
F,AAPI,0,2,1,0,3.81,1181,1,3.96,2.84,5.4,Engineering,0
F,Hispanic,1,2,0,0,3.27,1233,0,3.0,2.51,3.5,Economics,1
M,White,0,3,0,0,3.18,1306,7,2.66,2.71,3.7,Biology,1
M,Hispanic,0,2,1,0,3.99,1152,5,3.66,2.77,0.0,Engineering,1
M,Hispanic,0,5,1,0,3.35,1239,5,3.68,3.38,8.5,Biology,1
F,White,0,1,1,0,3.01,1005,1,3.58,3.03,3.2,Art,1
M,AAPI,1,2,1,1,2.81,847,6,2.98,1.58,3.5,Humanities,1
F,White,1,5,1,0,3.93,1227,5,3.79,3.33,10.3,Biology,1
F,White,0,3,1,0,3.93,1056,3,2.34,2.71,4.9,Engineering,1
M,White,0,4,1,0,3.61,1391,2,3.11,2.29,5.6,Economics,0
M,White,1,4,1,0,3.07,1157,6,2.98,2.8,3.2,Engineering,0
M,Other,0,2,1,0,3.32,1235,3,3.5,3.82,2.9,CS,0
M,White,0,4,1,0,3.37,1152,5,3.11,3.75,10.5,CS,0
M,AAPI,0,2,1,0,2.96,1035,4,2.38,2.98,6.7,CS,0
M,White,0,4,1,0,3.31,1305,6,3.06,2.38,10.0,Undeclared,1
F,White,0,1,1,1,3.42,1124,3,3.61,1.71,2.3,Biology,1
F,White,0,4,1,0,3.27,1265,4,3.48,2.35,7.7,CS,0
F,White,1,1,0,0,3.22,1012,4,2.65,2.81,6.7,Economics,0
F,AAPI,0,5,1,0,2.94,1376,7,4.0,3.23,9.0,Biology,1
F,Other,1,4,1,0,4.0,1275,8,4.34,2.58,10.5,Economics,1
F,White,1,1,1,1,3.03,745,1,3.8,3.5,5.1,Economics,0
M,Other,0,1,1,0,3.54,1049,5,1.72,3.11,4.4,CS,0
M,AAPI,0,1,1,0,3.31,1227,0,3.24,1.0,0.0,Humanities,1
M,AAPI,0,5,1,0,3.7,1122,7,3.41,3.29,8.6,Biology,0
F,White,1,3,1,0,2.93,903,3,2.08,3.6,7.2,Undeclared,0
M,White,0,2,0,0,3.0,1086,5,2.43,3.06,8.1,Economics,0
F,Hispanic,1,2,1,0,2.99,1168,7,3.68,3.37,2.9,Biology,0
F,AAPI,0,1,1,0,3.25,1021,3,3.21,2.59,4.3,Biology,0
F,White,0,2,1,0,3.78,1311,4,3.25,2.85,1.2,Economics,0
F,Hispanic,0,5,0,0,3.66,1498,5,3.11,3.16,3.6,Biology,0
F,White,0,3,0,0,3.03,880,3,3.95,3.15,7.3,Economics,0
M,Black,1,2,1,0,3.28,1041,6,2.46,2.44,8.1,Undeclared,1
M,White,1,1,0,0,3.09,706,3,2.57,3.67,7.4,Biology,0
M,Hispanic,0,2,0,0,3.15,1198,0,3.01,4.04,6.3,Engineering,0
F,White,0,2,1,0,3.31,1035,5,2.28,2.48,10.3,Biology,0
M,White,0,1,1,0,3.51,1018,5,2.57,1.87,3.4,CS,0
M,Black,0,4,1,0,3.23,1381,5,4.04,2.02,9.0,Biology,0
F,White,0,4,1,0,3.36,1034,3,2.89,3.42,3.5,Undeclared,0
M,Hispanic,0,5,1,0,3.9,1044,3,3.97,3.67,0.0,Engineering,1
F,AAPI,1,2,1,0,3.41,776,2,3.58,3.23,3.7,CS,0
F,White,0,2,1,0,3.77,1308,4,3.1,3.3,4.9,CS,0
F,White,0,5,0,0,4.0,1385,2,2.65,2.75,8.2,Economics,1
F,Hispanic,1,2,1,0,2.77,1054,5,3.24,1.31,4.4,Humanities,0
F,AAPI,1,4,1,0,3.51,1006,5,2.13,2.7,7.4,Humanities,0
F,Hispanic,1,4,0,0,3.18,1277,7,3.08,4.42,10.9,Economics,1
F,White,0,5,1,1,3.14,1600,7,3.8,3.41,9.4,Humanities,1
M,Hispanic,0,2,1,0,3.04,1097,2,3.72,3.24,3.3,Art,1
F,White,1,4,1,0,3.3,1017,2,3.31,3.82,0.2,Engineering,0
F,AAPI,0,1,1,0,3.14,1259,1,2.74,2.13,1.7,Economics,0
F,White,0,4,0,0,3.22,1036,7,2.99,3.28,10.2,Humanities,0
M,White,0,1,1,0,3.24,1034,4,2.82,3.21,3.1,Engineering,1
M,Hispanic,0,4,1,0,4.0,851,6,3.77,2.35,8.5,Economics,1
M,Other,1,2,0,0,2.6,1028,2,3.41,3.19,6.5,Humanities,1
F,White,0,3,0,0,3.75,971,5,3.29,4.04,5.9,CS,0
F,Hispanic,0,1,0,0,3.18,1236,0,3.48,2.48,4.2,CS,0
M,White,1,4,1,0,3.26,1048,7,3.4,1.72,4.8,Humanities,0
F,White,1,3,0,0,2.57,1224,2,2.5,3.14,11.3,CS,0
M,White,0,4,0,1,3.7,1180,1,2.88,2.57,4.4,Biology,0
M,White,1,2,1,0,2.75,1113,8,3.56,3.04,7.7,CS,0
F,White,0,1,1,0,3.53,1158,3,2.28,2.13,6.5,Humanities,0
M,White,1,3,1,0,3.94,1133,5,3.07,3.05,7.2,Economics,0
M,White,0,4,1,0,3.03,1129,1,3.33,4.08,6.5,Engineering,0
F,Black,0,4,0,0,3.84,1081,6,2.78,3.08,3.1,Art,1
F,Hispanic,0,2,1,0,3.33,1201,5,2.2,1.58,2.3,CS,0
F,Black,1,4,1,0,2.68,919,5,2.7,3.4,4.6,Undeclared,0
M,White,0,3,0,0,2.93,1385,6,2.21,3.02,6.9,Undeclared,0
F,Black,0,2,1,0,3.38,1148,6,3.57,3.07,7.4,Humanities,1
F,White,1,1,1,1,3.31,1003,4,3.49,3.58,4.9,Art,1
M,Black,0,2,0,0,2.72,1142,0,2.74,2.48,5.8,Humanities,0
F,AAPI,1,1,0,1,3.13,942,0,2.43,2.57,6.7,Biology,1
F,White,0,4,0,0,3.72,1170,8,4.1,2.28,1.6,CS,0
M,White,0,1,1,0,3.59,927,3,3.36,2.95,0.0,CS,0
F,Hispanic,0,1,0,0,3.05,1113,3,2.73,2.93,0.5,CS,0
F,Hispanic,0,1,1,0,3.39,1074,1,3.81,2.59,6.7,Economics,0
F,AAPI,0,2,0,0,3.65,1131,2,3.28,3.5,0.2,CS,0
F,Other,0,1,1,0,3.54,1293,5,3.29,1.97,4.4,Biology,1
F,Hispanic,0,4,1,0,3.79,1107,8,2.77,3.2,4.5,Engineering,1
M,White,0,1,0,0,3.23,1042,4,2.19,3.28,4.8,Art,0
M,Black,0,5,0,1,3.48,1009,6,2.71,2.77,7.2,CS,0
F,White,1,3,1,0,3.43,1217,6,4.55,1.9,6.3,Humanities,1
M,White,0,1,0,0,2.92,1058,3,2.6,1.44,3.4,CS,0
M,White,0,3,0,0,3.74,1152,2,3.34,3.12,7.8,Economics,1
M,Other,1,1,1,0,2.63,1028,0,3.38,4.16,7.8,Engineering,0
M,Black,0,5,1,0,3.38,1184,8,3.49,2.71,10.8,Economics,1
M,White,0,3,1,0,3.39,1524,4,3.21,3.36,5.1,CS,0
M,White,1,5,1,0,3.65,1235,6,3.39,1.26,5.1,Biology,0
F,White,0,2,1,0,3.55,1172,4,3.49,3.2,5.7,Biology,0
M,Black,1,1,1,0,3.69,890,4,2.48,1.93,9.0,Art,1
F,Hispanic,0,2,0,0,3.3,1229,4,2.94,2.59,5.1,CS,0
F,White,0,3,1,1,3.15,1158,6,2.07,3.06,8.1,CS,0
M,White,0,4,1,0,3.43,1282,3,2.28,1.77,8.8,Undeclared,0
F,AAPI,0,3,1,0,3.29,1301,7,2.52,5.0,7.9,Biology,0
F,White,1,5,1,0,3.67,1215,4,4.01,2.72,10.5,Humanities,1
F,White,0,2,1,1,2.95,1035,4,3.19,3.39,1.9,Engineering,1
F,White,1,2,1,0,3.19,769,1,3.62,4.09,2.5,Economics,0
M,White,1,3,1,0,3.9,1086,4,3.53,3.23,5.8,Biology,0
M,White,1,1,0,1,3.18,929,1,3.41,1.82,7.2,Art,0
F,Hispanic,1,4,0,0,2.99,1000,5,2.83,3.18,9.6,Biology,0
F,White,0,1,1,0,3.12,1288,5,3.14,1.33,4.3,Humanities,1
F,White,1,4,1,0,2.63,1323,5,3.55,2.84,9.0,Engineering,0
F,Black,1,2,1,0,3.23,839,8,4.52,4.24,3.8,Engineering,0
M,Hispanic,0,2,1,0,3.9,1152,5,2.99,1.77,3.1,Engineering,0
M,White,1,4,1,0,2.99,1071,4,3.84,2.44,3.2,Economics,0
F,White,0,4,1,0,2.97,1271,5,3.33,4.58,6.5,Biology,1
F,Black,0,5,0,1,3.28,1128,6,3.23,3.06,6.7,Humanities,0
M,White,0,2,1,0,3.64,1055,5,3.72,2.19,7.7,Art,1
M,Black,0,5,1,0,4.0,1400,3,4.63,3.51,9.0,CS,1
F,White,0,5,0,1,3.67,1355,6,3.81,2.82,7.7,Humanities,0
F,White,0,5,1,0,3.11,1476,3,3.09,1.03,7.7,Art,1
F,White,1,5,0,0,3.43,1175,6,3.78,2.11,6.3,Humanities,1
M,Black,1,4,0,1,3.99,956,7,3.72,4.75,2.1,Humanities,1
F,White,1,2,1,0,3.14,1224,4,4.53,3.16,1.9,Undeclared,0
F,White,1,4,1,0,3.46,1315,0,3.85,4.27,8.5,Art,1
M,White,1,4,1,0,3.49,1273,1,2.84,2.28,6.2,Biology,1
M,Black,0,2,0,0,2.73,1001,5,3.96,2.86,1.9,Economics,1
F,White,0,5,1,0,3.91,1115,1,3.97,3.06,11.0,Economics,0
F,Black,1,4,1,0,3.71,1260,6,3.96,2.66,10.7,CS,0
F,AAPI,0,3,1,0,2.7,1051,6,3.57,3.17,9.0,Engineering,0
M,White,0,5,0,0,3.04,1197,7,4.1,2.31,8.7,Biology,0
F,Other,0,1,0,0,2.85,1467,2,3.36,3.77,5.1,Biology,0
M,Hispanic,0,4,1,0,3.74,1518,6,3.25,3.47,6.7,Economics,1
M,White,1,4,1,0,3.15,1296,5,3.48,2.96,6.9,Humanities,1
M,White,0,1,0,0,3.33,967,0,3.03,2.91,6.0,Humanities,0
M,White,1,3,0,0,3.22,1014,5,3.5,2.76,7.5,Engineering,0
F,White,0,3,1,0,3.42,1275,7,3.35,1.62,7.1,Engineering,0
F,White,0,2,1,0,3.49,1340,5,3.01,2.11,0.0,Economics,0
M,Hispanic,0,5,1,0,3.66,1193,4,3.39,3.06,10.5,Biology,1
F,Hispanic,0,4,1,0,3.47,1156,6,3.4,2.82,7.3,Undeclared,0
F,White,1,2,1,0,3.36,1107,6,2.13,3.42,1.5,Economics,0
F,White,0,3,1,0,3.48,981,7,3.91,3.45,6.5,Engineering,0
F,White,0,1,1,0,3.17,895,5,3.31,2.35,5.2,CS,0
F,White,0,1,0,0,3.04,895,0,2.73,2.03,0.5,Humanities,1
M,White,1,4,1,0,4.0,1261,6,3.75,3.7,4.9,Engineering,1
M,Hispanic,1,5,1,0,3.34,1268,7,3.2,3.35,4.5,Engineering,0
M,Hispanic,1,2,1,0,3.73,1254,6,2.9,2.4,2.5,Engineering,0
M,White,0,2,0,0,3.03,862,4,3.42,1.99,6.6,Humanities,0
F,Black,1,4,1,0,3.69,973,8,4.26,2.56,4.9,Humanities,1
M,AAPI,0,3,1,0,4.0,1239,1,3.47,3.31,6.2,CS,1
F,Black,0,1,1,1,3.12,963,4,2.78,4.15,6.2,Humanities,0
F,White,0,4,1,0,3.25,1108,6,3.19,2.93,5.7,Economics,0
M,White,0,2,1,1,3.17,1272,6,3.86,2.23,7.1,Humanities,0
F,AAPI,0,1,0,0,3.18,983,6,3.34,4.53,7.8,CS,1
F,White,0,3,0,0,3.46,1089,2,3.88,2.7,8.1,Engineering,1
F,AAPI,0,4,1,0,3.47,1185,8,3.64,2.46,8.3,Humanities,1
F,White,0,3,0,0,3.2,1123,6,3.76,2.67,8.1,Biology,1
F,Black,0,4,1,0,4.0,1316,5,4.61,2.73,7.8,Undeclared,1
M,Hispanic,0,2,1,0,3.25,961,2,2.39,3.92,7.3,Humanities,0
M,White,1,3,1,0,3.11,1114,5,4.74,1.66,2.8,CS,0
F,White,1,4,1,0,3.7,1348,5,3.96,3.58,6.3,Biology,1
M,Black,0,3,1,0,3.7,1474,5,4.87,2.99,7.0,Engineering,1
F,White,0,2,1,0,3.81,940,2,2.61,2.45,5.0,Humanities,1
M,AAPI,0,5,0,0,4.0,1286,6,3.73,2.93,13.9,CS,1
F,Black,0,1,0,0,3.31,1033,2,3.2,2.6,3.9,Art,1
F,White,0,5,1,0,3.46,1251,8,4.03,3.27,3.1,Humanities,1
F,Hispanic,0,4,1,0,2.81,1109,8,3.68,2.74,6.9,Economics,0
M,White,1,1,1,0,2.84,1156,1,3.31,2.75,6.2,Economics,0
M,AAPI,1,2,1,0,3.32,1194,4,3.67,2.28,2.7,Undeclared,1
M,White,1,2,1,0,2.84,1448,6,3.14,4.65,4.8,Art,1
M,White,0,5,0,1,2.96,1055,6,3.34,4.01,7.4,Undeclared,1
F,White,1,3,0,1,3.3,870,1,3.72,3.39,5.6,Humanities,0
F,Hispanic,1,2,1,0,3.52,1383,5,2.89,2.54,3.4,Biology,1
F,Hispanic,1,5,1,0,3.4,1223,4,3.42,3.86,10.0,CS,1
F,Black,1,1,1,0,3.48,986,4,2.24,3.04,9.5,Engineering,0
F,White,1,5,1,0,3.71,1256,4,3.53,3.3,5.2,Undeclared,1
F,White,1,5,1,0,3.89,1035,7,2.94,2.77,4.0,Undeclared,1
F,Black,0,2,1,0,4.0,1183,3,3.18,3.12,4.1,Engineering,0
M,Black,0,1,0,0,4.0,1049,5,2.45,4.15,7.9,Engineering,0
F,White,0,5,0,0,3.77,1390,5,3.49,3.26,7.0,Humanities,0
M,Hispanic,0,5,0,0,3.35,1360,4,4.04,2.99,8.5,Economics,1
M,White,0,2,0,0,3.29,1237,4,2.84,2.98,2.9,Economics,1
F,White,0,1,0,0,3.74,1087,1,2.54,2.84,8.9,Undeclared,1
F,Hispanic,0,2,1,0,3.01,1355,7,3.67,2.46,4.5,Economics,1
M,White,0,1,0,0,3.7,1141,3,3.65,2.21,5.0,Economics,0
M,White,1,4,0,0,3.3,1085,3,3.65,3.73,4.5,Humanities,0
F,AAPI,0,3,0,0,3.43,1037,3,3.02,3.96,3.8,Economics,1
F,Other,0,2,0,1,2.99,1007,3,2.97,4.71,5.2,Economics,0
M,White,0,4,0,0,2.97,1277,7,3.2,3.47,7.1,Humanities,1
M,Black,0,4,0,0,3.33,1009,3,3.36,3.19,9.0,Undeclared,0
F,White,1,1,0,0,3.58,1047,2,2.06,3.52,0.0,Undeclared,1
F,White,0,3,1,0,3.15,1058,4,2.71,2.27,3.6,Humanities,0
M,White,0,5,0,1,4.0,1065,8,4.4,3.71,5.9,Engineering,0
F,White,0,4,0,0,3.23,1042,7,3.52,3.93,7.1,Art,1
M,White,0,5,1,0,3.19,1262,9,4.24,4.02,4.8,Humanities,1
F,White,1,5,0,1,3.53,1312,5,4.26,4.53,7.1,Biology,0
F,AAPI,1,1,1,0,3.41,955,6,2.91,2.32,2.5,Economics,0
F,AAPI,1,2,1,0,3.32,804,6,3.02,2.51,4.6,Biology,0
F,Black,0,3,1,1,3.45,1600,6,4.03,2.83,4.1,Art,1
M,Hispanic,1,3,1,0,3.89,1296,6,3.76,2.11,3.2,Engineering,0
F,White,1,4,1,0,3.44,1316,4,3.99,3.53,7.2,Biology,0
M,White,1,4,0,0,3.2,1388,8,3.39,3.64,9.3,Humanities,1
F,White,0,4,1,0,3.08,1233,4,3.49,3.55,8.8,Engineering,0
M,AAPI,0,1,0,0,3.64,1041,4,2.95,2.92,7.2,Economics,1
M,White,0,4,1,0,3.33,1410,6,3.37,3.9,9.9,Biology,0
M,White,0,4,0,0,3.32,1384,2,2.99,3.56,6.4,Biology,0
F,White,1,4,1,0,3.78,1271,5,3.36,2.62,11.2,CS,1
M,White,0,3,0,0,4.0,1274,4,3.2,1.0,7.9,CS,0
M,Other,0,1,1,0,3.33,912,3,2.82,2.54,2.0,Economics,0
M,AAPI,1,1,0,0,3.07,989,3,3.57,2.83,2.4,Economics,0
F,White,0,4,1,0,3.48,1459,8,2.55,3.14,7.2,Undeclared,0
F,AAPI,1,5,1,0,3.33,1343,4,3.7,3.06,9.5,Engineering,0
F,AAPI,1,5,1,1,3.37,1025,3,3.1,2.77,6.7,CS,0
M,White,1,3,0,0,3.16,1041,3,2.79,2.32,3.3,Biology,1
M,White,1,3,0,1,3.6,1331,5,2.99,2.17,7.7,CS,1
F,Black,0,1,1,0,3.21,1149,5,3.38,3.15,1.6,Engineering,0
M,White,0,3,1,0,3.88,1200,6,1.95,3.87,6.8,Humanities,0
M,White,1,1,1,1,3.13,1080,5,3.35,1.8,4.2,Biology,0
F,White,0,4,1,0,3.35,1208,5,3.43,3.05,3.4,Engineering,0
F,Black,0,4,1,1,3.93,1147,4,2.97,3.73,11.2,Humanities,1
M,Other,0,1,1,0,3.25,968,1,3.21,2.65,4.4,Engineering,1
M,Black,0,5,0,0,3.47,1381,3,2.77,3.77,4.6,CS,1
F,White,0,4,1,0,3.49,1253,4,3.37,3.96,6.9,Engineering,1
M,White,0,2,1,0,3.83,1229,5,2.45,3.22,0.9,Undeclared,1
M,AAPI,0,3,0,0,3.46,1227,4,4.53,2.6,6.9,Engineering,0
M,Hispanic,1,1,1,0,3.61,1247,3,3.62,3.85,6.3,Biology,0
M,Hispanic,0,5,0,0,3.43,1304,3,3.65,2.99,14.4,CS,0
M,Hispanic,0,1,0,0,3.57,1175,8,2.53,2.59,4.6,Economics,1
F,White,0,5,1,0,3.64,1288,4,3.33,3.61,6.0,Engineering,1
F,Black,0,4,1,0,3.79,1087,5,3.26,2.86,7.3,Engineering,0
F,Hispanic,0,5,0,0,3.85,1208,7,3.65,3.02,11.2,Economics,1
F,Black,0,2,1,1,2.99,1213,4,3.59,2.6,6.5,Humanities,0
M,Black,1,5,0,0,3.47,1300,4,3.63,3.06,9.4,Economics,0
F,White,0,3,1,0,3.74,1378,6,3.51,3.16,7.9,Biology,0
F,AAPI,1,2,1,0,3.64,1031,1,3.1,1.32,6.2,Undeclared,0
F,White,0,2,1,0,3.76,1162,7,3.41,2.82,1.7,Engineering,1
F,White,0,5,1,0,3.6,1247,6,3.12,1.79,4.0,Biology,0
F,Hispanic,0,3,1,0,3.94,1402,4,2.66,2.67,2.1,Engineering,0
M,Hispanic,1,3,1,0,3.1,1193,1,4.41,3.27,2.7,Biology,0
M,Hispanic,0,4,0,0,2.91,1250,2,3.65,2.84,4.1,Biology,0
F,White,0,3,0,0,3.25,1145,4,4.38,3.56,10.6,Humanities,1
M,White,0,3,1,0,3.82,1143,8,3.14,3.28,4.2,Biology,1
M,White,0,2,1,0,2.94,927,4,4.65,1.18,5.4,CS,0
F,Hispanic,1,1,0,0,2.61,848,3,3.15,3.76,3.5,Undeclared,0
M,AAPI,1,5,1,0,2.89,1255,6,4.19,3.4,7.8,Engineering,0
F,Other,0,3,1,1,3.66,1183,9,3.47,2.54,6.2,Engineering,0
F,White,0,5,1,0,3.05,1291,5,3.6,2.82,4.5,Undeclared,0
M,AAPI,0,3,1,0,3.59,1307,7,3.23,1.33,7.5,Humanities,0
F,Black,1,3,1,0,3.22,1153,4,3.0,3.17,4.0,Art,0
M,White,0,3,1,0,3.13,1126,3,3.89,3.52,4.2,Engineering,1
M,Other,0,5,1,0,3.21,1236,5,3.49,2.66,6.8,CS,1
M,AAPI,1,1,0,0,3.19,1059,3,3.6,2.08,6.1,Biology,1
M,White,1,3,1,0,3.07,1087,5,3.84,3.11,4.1,Engineering,1
M,White,0,1,1,0,3.24,1234,0,3.95,3.76,4.6,Humanities,0
M,Hispanic,0,5,1,0,3.7,1263,6,3.75,4.07,8.6,Engineering,1
F,AAPI,1,3,1,0,3.54,1175,3,2.39,3.66,6.3,CS,0
F,Black,1,5,1,1,3.82,1116,4,3.46,4.82,7.8,Biology,0
M,Black,0,2,1,0,3.38,1279,1,3.18,3.64,1.7,Engineering,0
F,White,0,1,0,0,2.82,1261,2,3.11,3.73,4.7,Engineering,0
F,Black,0,4,1,0,3.64,1029,4,4.19,3.17,4.5,Engineering,1
F,Hispanic,0,1,1,0,3.47,1141,2,3.78,2.52,0.0,Engineering,1
M,White,0,2,0,0,3.21,1090,0,3.11,3.81,4.0,Biology,0
F,Black,1,2,1,0,3.15,1135,4,4.66,2.12,3.6,Economics,0
F,White,0,2,1,0,4.0,1193,2,2.99,3.24,12.6,Economics,1
F,White,0,1,1,0,2.79,772,0,2.94,2.31,6.8,Economics,0
F,White,1,4,1,0,3.58,1291,4,2.74,3.37,8.5,CS,1
M,Hispanic,0,4,1,0,3.85,1376,3,2.46,3.31,5.8,CS,1
